City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
318,Riyadh,SA,50.0,broken clouds,24.63,46.72,Al Salam Hotel
320,Zschopau,DE,37.99,scattered clouds,50.75,13.07,Hotel Gasthof Zur Linde
321,Albert,FR,45.0,overcast clouds,50.0,2.65,Hotel Restaurant de la Basilique
322,Kailua,US,77.0,light rain,21.39,-157.74,Sheffield House Bed & Breakfast
323,San Cristobal,HN,67.8,light rain,14.68,-86.92,
324,Bintulu,MY,77.0,broken clouds,3.17,113.03,900 Boutique INN
325,Tabligbo,TG,82.4,haze,6.59,1.5,Maison KLOKOU Benjamino Didino
326,Mehamn,NO,26.6,broken clouds,71.03,27.85,Mehamn Arctic Hotel AS
327,Eyl,SO,78.53,clear sky,7.98,49.82,Amiin Hotel
331,San Lawrenz,MT,57.99,clear sky,36.06,14.2,San Andrea Hotel
332,Jacksonville,US,60.01,clear sky,30.33,-81.66,Hyatt Regency Jacksonville Riverfront
333,Manakara,MG,74.34,moderate rain,-22.14,48.01,La Residence Manakara
334,Chiguayante,CL,66.2,broken clouds,-36.93,-73.02,Moteles Manquimavida
335,Camacha,PT,62.6,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
336,Airai,TL,69.15,overcast clouds,-8.93,125.41,Juvinal Martin
337,Jawhar,IN,69.31,clear sky,19.91,73.23,Hotel Sankalp
338,Henties Bay,,64.0,broken clouds,-22.12,14.28,Fishermans Guest House
339,Yulara,AU,64.4,overcast clouds,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
340,Kimberley,ZA,80.6,light rain,-28.74,24.76,Welgewandel Guesthouse
341,Caceres,CO,81.03,light rain,5.53,-74.53,
342,Isabela,PH,70.11,light rain,10.2,122.99,Manolita
343,Otofuke,JP,18.1,clear sky,43.02,143.2,帯広リゾートホテル
344,Carnarvon,ZA,77.09,scattered clouds,-30.97,22.13,Maritza Bed & Breakfast
345,Mandalgovi,MN,5.59,clear sky,45.76,106.27,Ганбат.В
346,Dongsheng,CN,48.29,light rain,29.72,112.52,Xianghong Hotel
347,Guapo,CN,35.98,overcast clouds,34.48,109.71,Huarui Hotel
350,Glens Falls,US,36.0,broken clouds,43.31,-73.64,Super 8 by Wyndham Queensbury Glens Falls
351,Saint-Augustin,CA,24.01,broken clouds,45.63,-73.98,Chez Felicia
352,Cabedelo,BR,84.2,scattered clouds,-6.97,-34.84,Lua Mansa Pousada
353,Aswan,EG,51.8,clear sky,24.09,32.9,Nuba Nile
354,Sobolevo,RU,27.5,clear sky,54.43,31.9,
355,Zurrieq,MT,57.99,clear sky,35.83,14.47,Ta' Bertu Host Family Bed & Breakfast
356,Bilma,NE,54.73,few clouds,18.69,12.92,Expeditions Ténére voyages
357,Laurel,US,43.0,overcast clouds,39.1,-76.85,Days Inn & Suites by Wyndham Laurel Near Fort Meade
358,Rassvet,RU,33.1,overcast clouds,49.11,45.47,
359,Urdoma,RU,23.13,light snow,61.74,48.55,Vikonda
361,Polis,CY,53.6,scattered clouds,35.04,32.42,Marion
362,Tallahassee,US,60.01,clear sky,30.44,-84.28,Four Points by Sheraton Tallahassee Downtown
363,Salekhard,RU,17.92,broken clouds,66.54,66.62,Hotel 89
364,Saint-Francois,FR,37.99,clear sky,46.42,3.91,Manoir Du Bonheur
365,Sur,OM,70.81,scattered clouds,22.57,59.53,Sur Plaza Hotel
366,Soyo,AO,84.2,few clouds,-6.13,12.37,Hotel Mpampa
367,Vitre,FR,44.6,overcast clouds,48.12,-1.21,Hotel ibis Vitre Centre
368,Yumen,CN,12.04,overcast clouds,40.29,97.04,玉门宾馆
369,Grindavik,IS,37.4,broken clouds,63.84,-22.43,Northern Light Inn & Max's Restaurant
370,Noumea,NC,78.01,light rain,-22.28,166.46,Hôtel Le Lagon
371,Saint-Joseph,FR,52.0,clear sky,43.56,6.97,Hôtel Château de la Tour
372,Banapur,IN,63.73,clear sky,19.78,85.18,Uttarayani market
374,Hasaki,JP,30.2,few clouds,35.73,140.83,Inubosaki Kanko Hotel
375,Preobrazheniye,RU,16.52,clear sky,42.9,133.91,Campsite Orlan
376,Port Hawkesbury,CA,30.0,snow,45.62,-61.36,Hearthstone Inn Port Hawkesbury
377,Port Shepstone,ZA,73.62,light rain,-30.74,30.45,My Den Beachfront B&B And Self-Catering
378,Margate,AU,50.0,clear sky,-43.03,147.26,Villa Howden
379,Nabire,ID,72.61,light rain,-3.36,135.5,Hotel Nusantara Nabire
380,Jodhpur,IN,61.03,clear sky,26.3,73.04,Umaid Bhawan Palace
