City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
212,Yar-Sale,RU,2020-01-05 20:44:12,66.83,70.83,15.31,84,0,17.47,clear sky,0,0
213,Edd,ER,2020-01-05 20:44:13,13.93,41.69,77.0,75,0,4.14,clear sky,0,0
214,Goya,AR,2020-01-05 20:44:13,-29.14,-59.27,97.81,16,25,5.48,scattered clouds,0,0
215,Isangel,VU,2020-01-05 20:44:13,-19.55,169.27,77.0,73,80,9.17,light rain,0,0
216,Severo-Kurilsk,RU,2020-01-05 20:40:54,50.68,156.12,19.35,93,100,14.85,snow,0,0
217,Mahebourg,MU,2020-01-05 20:41:15,-20.41,57.7,73.4,100,75,9.17,heavy intensity rain,0,0
218,Henties Bay,NA,2020-01-05 20:44:13,-22.12,14.28,63.0,88,83,1.01,broken clouds,0,0
219,Lubana,CD,2020-01-05 20:44:13,0.23,29.1,63.19,97,100,2.08,light rain,0,0
220,Languyan,FR,2020-01-05 20:44:13,48.3,-3.83,45.0,87,90,9.17,overcast clouds,0,0
221,Mackenzie,CA,2020-01-05 20:44:13,55.34,-123.09,30.2,63,90,6.93,overcast clouds,0,0
222,Mount Isa,AU,2020-01-05 20:44:13,-20.73,139.49,82.4,61,40,4.7,scattered clouds,0,0
223,Norman Wells,CA,2020-01-05 20:44:14,65.28,-126.83,-31.0,73,20,4.34,few clouds,0,0
224,Leh,IN,2020-01-05 20:44:14,34.16,77.58,2.7,58,100,0.87,overcast clouds,0,0
225,Lata,IN,2020-01-05 20:44:14,30.78,78.62,13.3,71,100,5.93,overcast clouds,0,0
226,Bauchi,NG,2020-01-05 20:39:29,10.31,9.85,68.27,33,68,6.49,broken clouds,0,0
227,Yangjiang,CN,2020-01-05 20:44:14,21.85,111.96,66.42,87,96,6.38,light rain,0,0
228,Kapiri Mposhi,ZM,2020-01-05 20:44:14,-13.97,28.68,63.86,95,81,3.47,light rain,0,0
229,Riachao,BR,2020-01-05 20:44:14,-7.36,-46.62,79.59,78,66,4.5,broken clouds,0,0
230,Geraldton,CA,2020-01-05 20:44:14,49.72,-86.95,12.2,85,90,10.29,snow,0,0
231,Daru,PG,2020-01-05 20:44:14,-9.07,143.21,75.87,92,100,6.89,light rain,0,0
232,Alindao,CF,2020-01-05 20:44:14,5.04,21.21,74.28,39,31,1.5,scattered clouds,0,0
233,Aklavik,CA,2020-01-05 20:40:51,68.22,-135.01,-16.6,62,75,10.29,broken clouds,0,0
234,Chupa,PE,2020-01-05 20:44:15,-15.11,-69.99,55.4,66,40,16.11,scattered clouds,0,0
235,Zolotukhino,RU,2020-01-05 20:44:15,52.08,36.38,27.81,92,99,5.93,overcast clouds,0,0
236,Sfantu Gheorghe,RO,2020-01-05 20:44:15,44.65,26.83,35.01,59,44,9.17,scattered clouds,0,0
237,Castro Alves,BR,2020-01-05 20:44:15,-12.76,-39.43,76.15,80,100,3.18,overcast clouds,0,0
238,Balkhash,KZ,2020-01-05 20:44:15,46.84,74.98,11.46,85,0,14.07,clear sky,0,0
239,Pumiao,CN,2020-01-05 20:44:15,22.75,108.49,68.0,82,75,8.95,broken clouds,0,0
240,Pangnirtung,CA,2020-01-05 20:44:15,66.15,-65.72,-31.0,43,75,4.7,broken clouds,0,0
241,Aripuana,BR,2020-01-05 20:44:15,-9.17,-60.63,83.14,71,51,2.8,broken clouds,0,0
242,Hithadhoo,MV,2020-01-05 20:41:28,-0.6,73.08,81.48,78,100,11.25,overcast clouds,0,0
243,Rincon,PA,2020-01-05 20:44:15,8.46,-82.28,93.2,32,86,23.04,overcast clouds,0,0
244,Barrow,AR,2020-01-05 20:44:15,-38.31,-60.23,73.53,76,100,3.74,moderate rain,0,0
245,Torbay,CA,2020-01-05 20:44:16,47.66,-52.73,30.99,92,90,21.92,snow,0,0
246,Suntar,RU,2020-01-05 20:44:16,62.16,117.65,15.67,93,100,8.63,light snow,0,0
247,Mubi,NG,2020-01-05 20:44:16,10.27,13.26,63.72,31,34,4.94,scattered clouds,0,0
248,Nara,JP,2020-01-05 20:44:16,34.68,135.8,44.6,52,0,16.11,clear sky,0,0
